Price,Headline,Address,Owner,Bedrooms,Bathrooms,Balconies,Super area,Price Per sqft,Status,Transaction type,Floor,Car parking,Furnished,Lifts,Descrption,Price breakup,Address2,Landmarks,Age of Construction,Price comparison,Expected rent,Monthly EMI
75.9 Lac,2 BHK Flat,for sale in Bangalore,"Builder
Ramachadra Mouli",2,2,NA,NA,"6,421/sqft",No/Rare Powercut,New Property,2 (Out of 18 Floors),1 Covered,Unfurnished,NA,"Wake up, your dream is now a reality, At NCC URBAN Mayfair, Yelahanka.In the centre of North Bengaluru is this island of calm, offering 2, 2.5 & 3 BHK apartments, complete with amenities and recreation of international standards.
Come, enjoy more value for your money. You deserve it!",75.9 Lac,"Bangalore, Karnataka",5 minutes drive to Yelahanka Circle/Railways Station,Under Construction,NA,NA,NA
65.5 Lac,2 BHK 1187 Sq-ft Flat for Sale in Hennur,"for sale in Hennur, Bangalore",Suresh Reddy,2 See Dimensions,2,NA,1187 sqft,"5,518/sqft",Ready to Move,New Property,4 (Out of 5 Floors),None,Unfurnished,2,NA,"65.5 Lac ₹ 3,66,792 Approx. Registration Charges
See Other Charges","Hennur Garden Bangalore, Hennur, Bangalore - North, Karnataka",Landmark near Mantri Astra Complex,New Construction,NA,NA,NA
1.15 Cr,3 BHK 1850 Sq-ft Flat,"For Sale Thanisandra, Bangalore",Sharun,3,3,2,1850 sqft,"6,216/sqft",Ready to Move,Resale,11 (Out of 21 Floors),None,NA,NA,NA,"1.15 Cr ₹ 6,43,999 Approx. Registration Charges
See Other Charges","Thanisandra main road, Thanisandra, Bangalore - North, Karnataka",NA,New Construction,NA,NA,NA
1.25 Cr,3 BHK 1320 Sq-ft Flat,"For Sale Hebbal, Bangalore",Jagdish,3 See Dimensions,2,NA,1320 sqft,"9,469/sqft",No/Rare Powercut,New Property,7 (Out of 15 Floors),1 Covered,Unfurnished,NA,"Raintree Boulevard – a premium lifestyle township located in the serene locales of Hebbal, Bengaluru. It is an endeavour to preserve the environment while developing a residential oasis offering its residents the luxuries of fine-living and smart work place. Life at L&T Raintree Boulevard is a world of new joys for you and your loved ones.","1.25 Cr ₹ 6,99,999 Approx. Registration Charges ₹ 5,000 Monthly
See Other Charges","Hebbal Bangalore, Hebbal, Bangalore - North, Karnataka","Manyata Tech Park and Brigade Magnum,Coloumbia Asia Hospital",Under Construction,NA,NA,NA
60.0 Lac,1 BHK 706 Sq-ft Flat,"For Sale Hoodi Circle, Bangalore",Navin,NA,NA,NA,706 sqft,"6,700/sqft",No/Rare Powercut,New Property,1 (Out of 1 Floors),1 Covered,Unfurnished,NA,"A home that caters to your health and wellbeing. Live in an Oxygen Enriched Home, designed to make you feel fresh and takes care of your overall wellbeing. Enjoy conveniences and comforts that enrich healthy living. The project is located in the heart of Whitfield, in close proximity to the major IT companies, international schools, best-in-class hospitals, and malls. Being at the center of life’s conveniences and necessities makes the project one of the most sought-after residences in Bangalore.","60.0 Lac ₹ 3,35,999 Approx. Registration Charges
See Other Charges","Hoodi Circle, Bangalore, Hoodi Circle, Bangalore - East, Karnataka","Located in the heart of Whitefield near to major IT parks, hospitals.",Under Construction,NA,NA,NA
3.45 Cr,3 BHK 3485 Sq-ft Flat,"For Sale Hebbal, Bangalore",Palani,3 See Dimensions,3,3,3485 sqft,"9,900/sqft",No/Rare Powercut,New Property,12 (Out of 21 Floors),"3 Covered, 1 Open",Unfurnished,NA,"3Bhk Ultra Luxurious Flat for Sale in Bangalore.
Century Ethos is one of Bangaloreâ??s most luxurious, high end properties located in the heart of north Bangalore â?? Hebbal near Manyata Tech Park, with a stoneâ??s throw range to commute to the airport.
Gracious contemporary spaces where you can enjoy super exclusive world class amenities and even commute to anywhere in the heart of the city, hassle free. With a spectacular club house.
For more details kindly call me","3.45 Cr ₹ 19,32,083 Approx. Registration Charges ₹ 13,500 Monthly
See Other Charges","Hebbal, Bangalore, Hebbal, Bangalore - North, Karnataka","Very close to airport and easy to access all proximity schools, hospt.",Under Construction,NA,NA,NA
2.20 Cr,3 BHK 2445 Sq-ft Flat,"For Sale Hebbal, Bangalore","Agent 9500+ Buyers Served
Santosh Patil",3 See Dimensions,3,NA,2445 sqft,"8,997/sqft",Ready to Move,Resale,18 (Out of 25 Floors),2 Covered,NA,NA,"Premium Property located in one of the prime locations of Bengaluru.
with good commutation and access to all your daily needs.
Equipped with worldclass amenities.
Near to International institutes, Tech Parks, Markets, Supermarkets, Malls, Leisures, Hospitals, and more.","2.20 Cr ₹ 12,31,999 Approx. Registration Charges ₹ 9,000 Monthly
See Other Charges","Hebbal, Bangalore, Hebbal, Bangalore - North, Karnataka",karle zenith,Less than 5 years,NA,NA,NA
72.3 Lac,3 BHK 1540 Sq-ft Flat for Sale in Judicial Layout 2nd Phase,"for sale in Judicial Layout 2nd Phase, Bangalore",Yashwant yadav,3 See Dimensions,2,3,1540 sqft,"4,694/sqft",No/Rare Powercut,New Property,2 (Out of 3 Floors),1 Covered,Unfurnished,NA,"Dear SirMadam,
Best Wishes For You & Your Family From â??KEERTHANA SHELTERSâ??
â??Keerthana Sheltersâ?? 2 & 3 Bhk Flats For Sale in Judicial Layout, Thalaghatta Pura, Kanakapura Main Road.
Keerthana Shelters Well then you have come to the right place! Discover exceptional, affordable and breathtaking living spaces, which are aesthetically designed with a fusion of versatility and thoughtful planning because â??SSL Buildersâ?? believes in Customers delight.","72.3 Lac ₹ 4,04,879 Approx. Registration Charges ₹ 1,800 Monthly
See Other Charges","No.214, 6th Main Judicial Layout, Kanakapura Road, Bangalore - 560062, Judicial Layout 2nd Phase, Bangalore - South, Karnataka",Near Opp road to Jnana Swekar Public School,Under Construction,NA,NA,NA
1.17 Cr,3 BHK 1753 Sq-ft Flat,"For Sale Sarjapur, Bangalore",Mitesh Bagrecha,3 See Dimensions,3,2,1753 sqft,"6,674/sqft",No/Rare Powercut,New Property,10 (Out of 18 Floors),1 Covered,Unfurnished,NA,"Godrej Reflections in Harlur Road, Bangalore East by Godrej Properties is a residential project.
The project offers Apartment with perfect combination of contemporary architecture and features to provide comfortable living.

The Apartment are of the following configurations 1BHK, 2BHK, 3BHK and 4BHK

The size of the Apartment ranges in between 774.0 sq.ft. and 3346.0 sq.ft.

Godrej Reflections price ranges from 44.50 Lacs to 2.07 Cr.

Godrej Reflections offers facilities such as Gymnasium and Lift.
It also has amenities like Basketball court, Golf course, Jogging track, Lawn tennis court and","1.17 Cr ₹ 6,55,199 Approx. Registration Charges ₹ 3 Per sq. Unit Monthly
See Other Charges","Sarjapur, Bangalore, Sarjapur, Bangalore - East, Karnataka",Sarjapur Circle,Under Construction,NA,NA,NA
70.0 Lac,2 BHK 1197 Sq-ft Flat,"For Sale Kadugodi, Bangalore",Ritu Raj,2 See Dimensions,2,NA,1197 sqft,"5,847/sqft",No/Rare Powercut,New Property,9 (Out of 18 Floors),1 Covered,Unfurnished,NA,"Sumadhura Eden Garden is a spectacular residential project in Whitefield, Bengaluru, and what sets it apart is its unique location. Located in Doddabanahalli, this plush residential complex offers 1, 2, 2.5 and 3 bhk apartments in Whitefield, with a total of 1,113 units. The buildup area of these flats ranges from 6601523 sqft. The location is the projectâ??s USP as it offers all the luxury amenities of life one can think of. These Ongoing apartments in Bengaluru East are wellconnected to Majestic and Airport bus stops and stations.
If youâ??re looking for 1, 2, 2.5 & 3 bhk luxury apartments","70.0 Lac ₹ 3,91,999 Approx. Registration Charges ₹ 5,500 Monthly
See Other Charges","Whitefield, Bangalore, Kadugodi, Bangalore - East, Karnataka",Satya sai hospital,Under Construction,NA,NA,NA
33.0 Lac,2 BHK 810 Sq-ft Flat,"For Sale K R Puram, Bangalore",Selvam,2,2,NA,810 sqft,"4,074/sqft",NA,New Property,6 (Out of 9 Floors),None,Unfurnished,NA,"2bhk Flat sale in Bangalore on main road Water Eb car parking power backup good quality under construction next March 2021 hand over, near by bank ATM shop hospital School collage pharmacy super market temple all facilities and amenities available, KINDLY NOTE - COMPANY DIRECT SALE I AM COMPANY SALES REPRESENTATIVE NO COMMISSION ONLY BYERS THIS PRICE ONLY BASIC COST REGISTRATION GST CAR PARKING OTHER AMENITIES EXTRA CHARGES THANK YOU VELOONDU VENAIELLAI.","33.0 Lac ₹ 1,84,799 Approx. Registration Charges
See Other Charges","On Main Road, K R Puram, Bangalore - East, Karnataka",on main road,Under Construction,NA,NA,NA
78.8 Lac,2 BHK 1126 Sq-ft Flat,"For Sale Jakkur, Bangalore",Medsea Properties,2 See Dimensions,2,NA,1126 sqft,"7,000/sqft",No/Rare Powercut,New Property,1 (Out of 8 Floors),1 Covered,Unfurnished,NA,"Century Horizon Gated Community Luxury Apartment Located on Jakkur, Bangalore North. Opposite to upcoming Jakkur Proposed metro station. 10,000 sq. ft. Clubhouse, 100 Seater Party Hall, Indoor Games Zone, Wellanointed Gymnasium, Temperaturecontrolled, Swimming Pool, Kidsâ?? Play Area, Business Center and More. Smart Home Access also Available.","78.8 Lac ₹ 4,41,391 Approx. Registration Charges ₹ 3,378 Monthly
See Other Charges","Jakkur, Bangalore, Jakkur, Bangalore - North, Karnataka","Government Flying Training School, Myflying.in- Microlight Flying",Under Construction,NA,NA,NA
5.20 Cr,4 BHK 4930 Sq-ft Flat,"For Sale Binnypete, Bangalore",Jain,4 See Dimensions,4,4,4930 sqft,"10,547/sqft",No/Rare Powercut,Resale,10 (Out of 32 Floors),4 Covered,Unfurnished,NA,"Shapoorji Pallonji Parkwest is a 53 Acre project located in Central Bangalore within the heart of the city.
The above unit has the following features
3 BHK Jodi Units converted to 4 BHK
4 Balconies
4 Car Parks
Available in luxury tower Sapphire
75 percent loan can be arranged

Jain Property is your one stop solution for anything and everything in Parkwest. We have exclusive inventory and provide the best services. We are the highest selling channel partner for Shapoorji Pallonji Parkwest.","5.20 Cr ₹ 29,11,999 Approx. Registration Charges ₹ 4 Per sq. Unit Monthly
See Other Charges","Binnypete, Bangalore, Binnypete, Bangalore - South, Karnataka",Close to Metro Station - 800 mts,Under Construction,NA,NA,NA
65.1 Lac,2 BHK 1165 Sq-ft Flat,"For Sale Banashankari 6th Stage 1st Block, Bangalore",Hasmukh Chhajed,2 See Dimensions,2,NA,1165 sqft,"5,590/sqft",No/Rare Powercut,New Property,,1 Covered,Unfurnished,NA,"Brigade Group brings you Brigade 7 Gardens, luxury residences in Banashankari 6th stage, South Bangalore. Located in a neighbourhood nestled amidst lush greenery, this lifestyle habitat is well connected to renowned educational institutions, shopping centres and hospitals. Invest in Brigade 7 Gardens for a lifetime of happiness.","65.1 Lac ₹ 3,64,691 Approx. Registration Charges ₹ 4,124 Monthly
See Other Charges","Near, Paduka Mandira Rd, Samruddi Layout(Enclave), Happy Valley Layout, Uttarahalli Hobli, Bengaluru, Karnataka 560061, Banashankari 6th Stage 1st Block, Bangalore - South, Karnataka","Location Advantages



Upcoming Metro Station – 2.5 Kms

National Pu",Under Construction,NA,NA,NA
50.0 Lac,2 BHK 1110 Sq-ft Flat,"For Sale salu hunse, Bangalore",Naveen,2 See Dimension,2,NA,1110 sqft,"4,500/sqft",No/Rare Powercut,New Property,7 (Out of 9 Floors),"2 Covered, 2 Open",Semi-Furnished,NA,"Kanakpura Road passes through major bustling localities of South Bangalore like Banashankari, Outer Ring Road and some periphery regions like Konankunte, parts of Uttarahalli and JP Nagar. Research shows that the locality is witnessing a rapid growth, mainly because of the development of offices of major IT spaces.","50.0 Lac ₹ 2,79,720 Approx. Registration Charges ₹ 50,000 Monthly
See Other Charges","Kanakapura Road, Bangalore, Kanakapura Road, Bangalore - South, Karnataka",Nearby Dayananda Sagar Academy Of Technology And Management â?? 1.4 kms,Under Construction,NA,NA,NA
67.0 Lac,3 BHK Builder Floor,"for sale in Mahaveer Carnation, Kanakapura Road, Bangalore",Neetu,3 See Dimensions,3,2,1520 sqft,"4,407/sqft",No/Rare Powercut,New Property,"3 BHK Builder Floor
for sale in Mahaveer Carnation, Kanakapura Road, Bangalore",1 Covered,Unfurnished,NA,"These Apartments in Bangalore are designed with impeccable style that will captivate the heart of all home buyers.The most attractive feature of the project is its location in the most prominent emerging corridor of the green line of the Bangalore metro.The apartments are located away from the hustle and bustle of the city,creating a perfect sanctuary for anyone after a tiring day.","67.0 Lac ₹ 3,75,199 Approx. Registration Charges
See Other Charges","Kanakapura Road, Bangalore, Kanakapura Road, Bangalore - South, Karnataka",proximity to the Nice Ring Road allows easy connectivity to all place,Under Construction,NA,NA,NA
39.0 Lac,2 BHK 885 Sq-ft Flat,"For Sale Devanahalli, Bangalore",Murali BM,2 See Dimensions,2,NA,885 sqft,"4,407/sqft",NA,New Property,3 (Out of 10 Floors),None,Unfurnished,NA,NA,"39.0 Lac ₹ 2,18,399 Approx. Registration Charges
See Other Charges","Devanahalli, Bangalore, Devanahalli, Bangalore - North, Karnataka",Near Devanahalli,Under Construction,NA,NA,NA
80.0 Lac,3 BHK 1385 Sq-ft Flat,"For Sale Manyata Tech Park, Bangalore",P Pradeep,3,3,NA,1385 sqft,"5,776/sqft",No/Rare Powercut,New Property,5 (Out of 14 Floors),1 Covered,Unfurnished,NA,"Assetz Here and Now is a pre launch luxurious residential apartment by Assetz Group which are one among the prominent developers. The project is strategically situated near Manyata Tech Park, Bangalore. The project offers Studio, 1 BHK and 2 BHK stylish residential apartments. The Assetz Here and Now design ensures best utilization of available space without negotiating on the overall viewpoint and functionality.

Project details

The project comprises of 13 Floors with enormous open space. The outdoors of project is planned systematically just like indoors to widen a secure, expedient and a leisure platform for tranquil activities. The floor plan of Assetz Here and Now is as follows, the studio unit is spread across 385 to 440 sqft area. The 1BHK apartment covers an area of 660 to 700 sqft while the area of 2 BHK ranges between 985 to 995 sqft. All these apartments are accomplished by perfect ventilation and natural light reaching all corners of the house.

Assetz Here and Now, is a sprawling extravagance enclave elevating the contemporary lifestyle. These residential apartments in Bangalore offer you the world class amenities that rejuvenate and inspire you to live life to the fullest.

Highpoints

Manyata Tech Park, Bangalore is the best for everything, wherever you go, you will get connectivity. Whatever you search for you will find easily it may be, school, hospitals, malls, restaurants, movie theaters, IT companies, roads and connectivity transportation. In short, this locality is well connected to every part of the city which is a major plus for buyers looking to invest in property.

Assetz Here and Now apartments are safe, secure and let you explore the healthiest ways to live. Book a flat now and enjoy a splendid living with the comforts and luxuries that will bring you on a ride of heaven.

Project Advantage


3.2 Km Outer Ring Road (Nagawara Junction)
500 mts from Manyata Tech Park (Back Gate)
13.8 Km from KR Puram
1.8 Km St. George Public School
0.5 Km Nearest bus stop (Rachenahalli)
0.5 Km Presidency College
3.3 Km Ebenezer Hospital

USP
Land area of 3 Acres.
80% Open Space.","80.0 Lac ₹ 4,47,999 Approx. Registration Charges
See Other Charges","Manyata Tech Park, Bangalore, Manyata Tech Park, Bangalore - North, Karnataka","Located a mere 500 metres away from Embassy Manyata Business Park and 1.5 km from Thanisandra, the project is surrounded by growth, high energy and a host of facilities. At Here and Now all the essentials are close at hand â?? the airport, entertainment zones, shopping areas, IT parks, hospitals and educational institutes.
Within 5 KM
Embassy Manyata Business Park
Nearest Bus Stop (Rachenahalli)
Presidency School
Outer Ring Road (Nagawara Junction)
St. Johnâ??s International School
Ebenezer Hospital
Within 10 KM
Columbia Asia Hospital
New Baldwin School
Esteem Mall
Reva College of Engineering
Yelahanka Railway Station",Under Construction,NA,NA,NA
1.26 Cr,2 BHK 1492 Sq-ft Flat for Sale in Kammanahalli,"for sale in Kammanahalli, Bangalore",Rafi,2 See Dimensions,2,NA,1492 sqft,"8,445/sqft",No/Rare Powercut,Resale,4 (Out of 25 Floors),1 Covered,Unfurnished,2,NA,"1.26 Cr ₹ 7,05,599 Approx. Registration Charges ₹ 4,000 Monthly
See Other Charges","Kammanahalli Bangalore, Kammanahalli, Bangalore - North, Karnataka",Opposite to MCDonalds On Kammanahalli Main Road Bangalore,Under Construction,NA,NA,NA
